"ORIGIN","DEST",
"DEN","ELP",
"DEN","DFW",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","HRL",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","DFW",
"DEN","HRL",
"DEN","ELP",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","TYR",
"DEN","DFW",
"DEN","HRL",
"DEN","AUS",
"DEN","IAH",
"DEN","DFW",
"DEN","DFW",
"DEN","ELP",
"DEN","AUS",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","TYR",
"DEN","SAT",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","ELP",
"DEN","HRL",
"DEN","DFW",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","SAT",
"DEN","TYR",
"DEN","HRL",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","DFW",
"DEN","DFW",
"DEN","ELP",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","AUS",
"DEN","DFW",
"DEN","IAH",
"DEN","TYR",
"DEN","AUS",
"DEN","DFW",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","SAT",
"DEN","AUS",
"DEN","DFW",
"DEN","DFW",
"DEN","ELP",
"DEN","HRL",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","TYR",
"DEN","SAT",
"DEN","AUS",
"DEN","DFW",
"DEN","HRL",
"DEN","IAH",
"DEN","SAT",
"DEN","DFW",
"DEN","ELP",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","SAT",
"DEN","TYR",
"DEN","ELP",
"DEN","DFW",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","HRL",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","HRL",
"DEN","DFW",
"DEN","ELP",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","SAT",
"DEN","TYR",
"DEN","HRL",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","SAT",
"DEN","DFW",
"DEN","ELP",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","TYR",
"DEN","SAT",
"DEN","HRL",
"DEN","DFW",
"DEN","DFW",
"DEN","IAH",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","ELP",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","LBB",
"DEN","SAT",
"DEN","SAT",
"DEN","SAT",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","ELP",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","LBB",
"DEN","SAT",
"DEN","SAT",
"DEN","SAT",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","ELP",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","LBB",
"DEN","SAT",
"DEN","SAT",
"DEN","SAT",
"DEN","IAH",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","DFW",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","AUS",
"DEN","AUS",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","AUS",
"DEN","AUS",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","DAL",
"DEN","ELP",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","HOU",
"DEN","LBB",
"DEN","SAT",
"DEN","SAT",
"DEN","SAT",
"DEN","IAH",
"DEN","DFW",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","ELP",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","IAH",
"DEN","DFW",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","AUS",
"DEN","IAH",
"DEN","AUS",
"DEN","AUS",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","SAT",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","ELP",
"DEN","MAF",
"DEN","MAF",
"DEN","ELP",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","MAF",
"DEN","MAF",
"DEN","MAF",
"DEN","MAF",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","SAT",
"DEN","MAF",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","MAF",
"DEN","MAF",
"DEN","DFW",
"DEN","MAF",
"DEN","MAF",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","IAH",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DEN","DFW",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","DEN",
"DFW","DEN",
"DFW","EWR",
"DFW","DEN",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","DEN",
"DFW","EWR",
"DFW","IAH",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","DEN",
"DFW","ORD",
"DFW","IAH",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","DEN",
"DFW","ORD",
"DFW","EWR",
"DFW","IAH",
"DFW","EWR",
"DFW","IAH",
"DFW","DEN",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","DEN",
"DFW","ORD",
"DFW","ORD",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","IAH",
"DFW","EWR",
"DFW","IAH",
"DFW","DEN",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","EWR",
"DFW","DEN",
"DFW","ORD",
"DFW","ORD",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","IAH",
"DFW","EWR",
"DFW","DEN",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","DEN",
"DFW","ORD",
"DFW","ORD",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","EWR",
"DFW","IAH",
"DFW","DEN",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","EWR",
"DFW","DEN",
"DFW","ORD",
"DFW","ORD",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","IAH",
"DFW","EWR",
"DFW","IAH",
"DFW","DEN",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","EWR",
"DFW","DEN",
"DFW","ORD",
"DFW","ORD",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","IAH",
"DFW","EWR",
"DFW","IAH",
"DFW","DEN",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","DEN",
"DFW","ORD",
"DFW","EWR",
"DFW","DEN",
"DFW","ORD",
"DFW","ORD",
"DFW","IAH",
"DFW","EWR",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","SFO",
"DFW","IAH",
"DFW","ORD",
"DFW","IAD",
"DFW","EWR",
"DFW","IAH",
"DFW","EWR",
"DFW","IAH",
"DFW","PHL",
"DFW","PHL",
"DFW","PHL",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","LAX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","MCI",
"DFW","MCI",
"DFW","MCI",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","PHX",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","DCA",
"DFW","LAX",
"DFW","PNS",
"DFW","PNS",
"DFW","PNS",
"DFW","PNS",
"DFW","PNS",
"DFW","PNS",
"DFW","PNS",
"DFW","PNS",
"DFW","LBB",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","PBI",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","SJU",
"DFW","MCO",
"DFW","MCO",
"DFW","MCO",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","FLL",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MSP",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","SMF",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","IAH",
"DFW","CLT",
"DFW","CLT",
"DFW","CLT",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","DCA",
"DFW","DCA",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","ORD",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","PDX",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","FAT",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","LGA",
"DFW","PHX",
"DFW","SMF",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","DEN",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","CMH",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","LAS",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","MIA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","SEA",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","JFK",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","SFO",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","OKC",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","BWI",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","ELP",
"DFW","LAX",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","SNA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","TPA",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","MSY",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
"DFW","PHX",
